data,y,y_pred
2022-01-09,0,1.7531974487647162
2022-01-16,0,2.079521242214075
2022-01-23,0,2.212216700148723
2022-01-30,1,3.0891549598623693
2022-02-06,1,3.2551673356258206
2022-02-13,0,3.4934755603804426
2022-02-20,0,1.0063008791046109
2022-02-27,0,1.0641681268176528
2022-03-06,0,1.6992103864797614
2022-03-13,0,2.0659735354201834
2022-03-20,1,2.6792534782750295
2022-03-27,0,3.0144473530711333
2022-04-03,0,0.7080976772521748
2022-04-10,0,1.1848511598310667
2022-04-17,5,1.2481315399995911
2022-04-24,0,2.308778790107293
2022-05-01,3,2.6241795291602763
2022-05-08,1,2.214571160422465
2022-05-15,2,1.7190613045682035
2022-05-22,0,1.993911288046057
2022-05-29,1,2.5144901528646613
2022-06-05,1,2.4873968452135324
2022-06-12,0,3.190579224925057
2022-06-19,1,3.560541759444841
2022-06-26,1,0.987654386654818
2022-07-03,0,1.2393658257470892
2022-07-10,2,1.8204852513217529
2022-07-17,1,2.0457673118852666
2022-07-24,1,2.2282042685296783
2022-07-31,1,2.8049938423711387
2022-08-07,1,1.4930664537290772
2022-08-14,2,1.664359194677381
2022-08-21,0,1.8014786099968858
2022-08-28,0,2.0653457543727636
2022-09-04,1,2.7081502992644664
2022-09-11,0,2.498465922801177
2022-09-18,1,0.43984577054575347
2022-09-25,1,1.3102051913750095
2022-10-02,0,1.7355119361307727
2022-10-09,0,2.3688824475670396
2022-10-16,0,2.835030402679867
2022-10-23,0,2.834899734306847
2022-10-30,1,-0.22373344485817892
2022-11-06,0,0.9272572696685941
2022-11-13,0,1.5926201114542256
2022-11-20,0,1.8044914680510242
2022-11-27,0,1.6462983111954297
2022-12-04,0,2.362979721279663
2022-12-11,0,0.7280032194742345
2022-12-18,0,1.35003258098576
2022-12-25,0,1.6767960105094795
2023-01-01,0,2.3031830539397453
2023-01-08,0,2.8348685308570785
2023-01-15,0,3.009515960424942
2023-01-22,2,0.5130322888744221
2023-01-29,1,1.1621331962466321
2023-02-05,0,1.7436862119569128
2023-02-12,1,2.123597971232639
2023-02-19,1,2.500281980514201
2023-02-26,5,3.02764236135409
2023-03-05,11,4.675494827681176
2023-03-12,9,5.357798707923519
2023-03-19,14,5.53214605643529
2023-03-26,16,5.81771926582938
2023-04-02,24,5.822355633295043
2023-04-09,49,5.868959982888353
2023-04-16,95,44.242444505890006
2023-04-23,155,43.98719260512055
2023-04-30,169,42.216719593374826
2023-05-07,202,38.965372332304845
2023-05-14,228,35.69018202289499
2023-05-21,106,31.517005974185317
2023-05-28,222,112.80903828333554
2023-06-04,216,88.25330112486435
2023-06-11,195,68.87064978877329
2023-06-18,148,53.762900409856805
2023-06-25,144,41.28637409035569
2023-07-02,125,30.95893736070618
2023-07-09,73,104.73210437171811
2023-07-16,81,87.55529003345977
2023-07-23,36,72.32946369066774
2023-07-30,37,59.05936884905626
2023-08-06,18,47.778230709856
2023-08-13,18,38.281117715483425
2023-08-20,34,11.384847332391566
2023-08-27,24,7.92956194717065
2023-09-03,12,5.088780856486881
2023-09-10,16,3.4960687824036407
2023-09-17,15,2.4992429696605942
2023-09-24,5,2.2377786248459515
2023-10-01,12,5.047934230912089
2023-10-08,10,3.3002680546251946
2023-10-15,9,2.199120639737038
2023-10-22,8,1.7949009209573719
2023-10-29,8,1.7706446328837995
2023-11-05,6,1.4536914807014347
2023-11-12,4,5.938908569136553
2023-11-19,2,5.530312217902324
2023-11-26,2,5.05249468736562
2023-12-03,4,4.907066019762578
2023-12-10,4,4.513742712953559
2023-12-17,0,4.279207240740702
2023-12-24,1,1.36436560970568
2023-12-31,4,1.3829629501166432
2024-01-07,14,1.3786516029738456
2024-01-14,8,1.6697090294192751
2024-01-21,20,2.110783816652227
2024-01-28,19,2.104586914479972
2024-02-04,17,18.756861935549146
2024-02-11,32,18.531202056644023
2024-02-18,87,17.36058049244328
2024-02-25,163,16.567125508968005
2024-03-03,216,15.425867284971606
2024-03-10,478,14.035263558996544
2024-03-17,481,424.82893831052337
2024-03-24,504,427.05882033955925
2024-03-31,593,408.0115135635693
2024-04-07,443,376.4871529058333
2024-04-14,356,339.97775302410565
2024-04-21,309,301.90009481271494
2024-04-28,338,255.2429477409155
2024-05-05,350,207.85121890704414
2024-05-12,272,168.19934048482963
2024-05-19,216,124.94027262860787
2024-05-26,220,105.33265535055159
2024-06-02,192,82.59528786144915
2024-06-09,139,161.73167689269997
2024-06-16,117,134.4789327428488
2024-06-23,98,112.9051826041722
2024-06-30,96,92.65203700964345
2024-07-07,65,72.86540506062333
2024-07-14,71,59.72130507634894
2024-07-21,37,54.56864885572402
2024-07-28,46,47.020501702339814
2024-08-04,35,38.529140987854916
2024-08-11,33,32.46805459302183
2024-08-18,33,28.08752842091367
2024-08-25,12,22.58379309845815
2024-09-01,20,11.079267024644938
2024-09-08,15,7.458830967252177
2024-09-15,13,4.899453099905895
2024-09-22,13,2.4913094332579466
2024-09-29,3,2.1536308707962633
2024-10-06,10,1.7293329264732202
2024-10-13,11,7.229816546891545
2024-10-20,9,6.8220898162192
2024-10-27,10,6.433914542616358
2024-11-03,4,5.870298828683795
2024-11-10,4,5.452394163242254
2024-11-17,4,5.256537443365031
2024-11-24,1,3.1276939424600494
2024-12-01,3,3.414612532371285
2024-12-08,4,3.4433001199795625
2024-12-15,5,3.2585034713519683
2024-12-22,4,3.430860941777425
2024-12-29,8,3.8706590149548132
2025-01-05,13,8.141016979831678
2025-01-12,22,7.495375464623017
2025-01-19,14,8.55278687051593
2025-01-26,9,8.295274334350866
2025-02-02,19,7.846728424084157
2025-02-09,29,8.633853100018015
2025-02-16,19,30.118016448460867
2025-02-23,14,35.266688317949104
2025-03-02,16,37.88795076954561
2025-03-09,25,55.310393365613386
2025-03-16,21,53.684429825960315
2025-03-23,22,53.3612609426257
2025-03-30,20,28.246315706877354
2025-04-06,19,18.307974459440032
2025-04-13,15,13.665774092091258
2025-04-20,19,11.864823402563964
2025-04-27,19,15.69344324106255
2025-05-04,17,18.054926548817804
2025-05-11,6,13.806577388475455
2025-05-18,7,10.77755621228923
2025-05-25,10,12.132590326623182
2025-06-01,21,11.140181999473889
2025-06-08,6,8.219680573084412
2025-06-15,7,7.35782985758005
2025-06-22,19,6.503789113554016
2025-06-29,12,6.65499128636559
2025-07-06,14,4.748264510272939
2025-07-13,13,5.561883460067628
2025-07-20,4,3.780324530222688
2025-07-27,6,4.85712294908936
2025-08-03,17,4.290527706961557
2025-08-10,8,3.943363599455128
2025-08-17,7,3.5494566455107455
2025-08-24,6,2.120731350281117
2025-08-31,9,2.685161521199694
2025-09-07,11,2.727199826926813
2025-09-14,9,10.257463420258134
2025-09-21,5,10.343035615270363
2025-09-28,5,9.032012233275976
2025-10-05,8,9.224382817731541
2025-10-12,8,9.045638638850978
2025-10-19,9,7.793274106300147
2025-10-26,15,8.964843365295817
2025-11-02,12,8.80798210381051
2025-11-09,6,8.182998566506114
2025-11-16,10,7.903372115720313
2025-11-23,8,7.45467189195803
2025-11-30,6,7.245978253869055
2025-12-07,5,5.8788112466092
2025-12-14,4,5.300151430111211
2025-12-21,3,4.534866880119014
2025-12-28,7,5.173222450553048
2026-01-04,7,5.11078737565278
2026-01-11,6,5.495382310055344
2026-01-18,7,5.7641976353106665
2026-01-25,6,5.277189343898574
2026-02-01,7,6.407692479691221
2026-02-08,5,6.760916257510276
2026-02-15,9,5.786241935182378
2026-02-22,4,5.526373281733967
2026-03-01,16,4.574159803392329
2026-03-08,21,5.447964639885765
2026-03-15,29,5.2170567148107665
2026-03-22,26,4.90301687624417
2026-03-29,12,4.629958894945203
2026-04-05,31,4.762558089544036
2026-04-12,26,24.829607248166006
2026-04-19,39,24.07311336952002
2026-04-26,46,22.183670877122037
2026-05-03,68,20.239672546251125
2026-05-10,97,17.740891852705055
2026-05-17,99,15.78591709497471
2026-05-24,63,95.15480104525193
2026-05-31,80,90.94677135750193
2026-06-07,94,82.06095357212865
2026-06-14,60,73.54926530481742
2026-06-21,42,65.08449550601301
2026-06-28,52,55.7208436414158
2026-07-05,49,40.30712018066883
2026-07-12,58,34.42978802511363
2026-07-19,42,28.2474103994358
2026-07-26,40,23.716307821739115
2026-08-02,26,19.908037412713156
2026-08-09,10,12.823293889718624
